KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note
11_07_2017,35,SD,1,,Macropharyngodon meleagris,2,2,,13:37,8.3,2,
11_07_2017,35,SD,1,,Macropharyngodon meleagris,7,3,,13:37,8.3,2,
11_07_2017,35,SD,1,,Macropharyngodon meleagris,8,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Macropharyngodon meleagris,5,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Macropharyngodon meleagris,4,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Macropharyngodon meleagris,3,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Oxycheilinus unifasciatus,13,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Pseudocheilinus octotaenia,10,3,,13:37,8.3,2,
11_07_2017,35,SD,1,,Pseudocheilinus octotaenia,9,2,,13:37,8.3,2,
11_07_2017,35,SD,1,,Pseudocheilinus octotaenia,7,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Stethojulis bandanensis,8,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Thalassoma quinquevittatum,10,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Thalassoma quinquevittatum,6,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Thalassoma quinquevittatum,7,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Calotomus carolinus,22,1,TP,13:37,8.3,2,
11_07_2017,35,SD,1,,Calotomus carolinus,27,1,TP,13:37,8.3,2,
11_07_2017,35,SD,1,,Calotomus carolinus,12,1,juv,13:37,8.3,2,
11_07_2017,35,SD,1,,Calotomus carolinus,10,2,juv,13:37,8.3,2,
11_07_2017,35,SD,1,,Calotomus carolinus,5,1,juv,13:37,8.3,2,
11_07_2017,35,SD,1,,Calotomus carolinus,6,1,juv,13:37,8.3,2,
11_07_2017,35,SD,1,,Calotomus carolinus,8,2,juv,13:37,8.3,2,
11_07_2017,35,SD,1,,Chlorurus sordidus,23,1,TP,13:37,8.3,2,
11_07_2017,35,SD,1,,Scarus frenatus,30,1,TP,13:37,8.3,2,
11_07_2017,35,SD,1,,Scarus frenatus,4,1,juv,13:37,8.3,2,
11_07_2017,35,SD,1,,Scarus rubroviolaceus,32,1,IP,13:37,8.3,2,
11_07_2017,35,SD,1,,Scarus ghobban,25,1,IP,13:37,8.3,2,
11_07_2017,35,SD,1,,Scarus ghobban,30,1,IP,13:37,8.3,2,
11_07_2017,35,SD,1,,Acanthurus nigricans,20,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Acanthurus nigricans,21,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Acanthurus nigricauda,21,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Ctenochaetus marginatus,10,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Ctenochaetus marginatus,7,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Melichthys vidua,21,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Sufflamen bursa,20,1,,13:37,8.3,2,
11_07_2017,35,SD,1,,Parupeneus insularis,8,1,,13:37,8.3,2,
11_07_2017,35,SD,2,,Bothus pantherinus,24,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Scarus frenatus,8,3,,13:56,7.4,2,
11_07_2017,35,SD,2,,Scarus frenatus,7,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Scarus frenatus,6,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cephalopholis urodeta,20,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cephalopholis urodeta,13,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cephalopholis urodeta,19,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cephalopholis urodeta,18,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cephalopholis urodeta,17,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Epinephelus sp.,25,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Pseudanthias dispar,6,12,,13:56,7.4,2,
11_07_2017,35,SD,2,,Pseudanthias dispar,7,5,,13:56,7.4,2,
11_07_2017,35,SD,2,,Pseudanthias olivaceus,6,144,,13:56,7.4,2,
11_07_2017,35,SD,2,,Paracirrhites arcatus,9,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Paracirrhites arcatus,8,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cirripectes variolosus,6,5,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cirripectes variolosus,5,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Centropyge flavissima,6,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Centropyge flavissima,4,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Centropyge flavissima,5,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Chromis margaritifer,3,21,,13:56,7.4,2,
11_07_2017,35,SD,2,,Chromis margaritifer,4,3,,13:56,7.4,2,
11_07_2017,35,SD,2,,Chromis margaritifer,2,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Chromis vanderbilti,3,343,,13:56,7.4,2,
11_07_2017,35,SD,2,,Chromis vanderbilti,4,95,,13:56,7.4,2,
11_07_2017,35,SD,2,,Plectroglyphidodon dickii,5,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Stegastes aureus,10,4,,13:56,7.4,2,
11_07_2017,35,SD,2,,Stegastes aureus,7,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cheilinus trilobatus,26,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Cheilinus trilobatus,28,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Coris centralis,3,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Gomphosus varius,5,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Halichoeres margaritaceus,9,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Halichoeres ornatissimus,6,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Labroides dimidiatus,10,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Labroides dimidiatus,8,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Macropharyngodon meleagris,10,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Macropharyngodon meleagris,4,6,,13:56,7.4,2,
11_07_2017,35,SD,2,,Macropharyngodon meleagris,3,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Macropharyngodon meleagris,6,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Macropharyngodon meleagris,7,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Macropharyngodon meleagris,5,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Pseudocheilinus hexataenia,4,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Pseudocheilinus hexataenia,3,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Pseudocheilinus octotaenia,6,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Pseudocheilinus octotaenia,8,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Thalassoma amblycephalum,2,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Thalassoma quinquevittatum,10,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Thalassoma quinquevittatum,12,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Calotomus carolinus,26,1,TP,13:56,7.4,2,
11_07_2017,35,SD,2,,Calotomus carolinus,28,1,TP,13:56,7.4,2,
11_07_2017,35,SD,2,,Calotomus carolinus,6,2,juv,13:56,7.4,2,
11_07_2017,35,SD,2,,Calotomus carolinus,7,1,juv,13:56,7.4,2,
11_07_2017,35,SD,2,,Chlorurus sordidus,32,1,TP,13:56,7.4,2,
11_07_2017,35,SD,2,,Chlorurus sordidus,4,1,juv,13:56,7.4,2,
11_07_2017,35,SD,2,,Acanthurus nigricans,20,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Acanthurus nigricans,10,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Acanthurus nigricans,12,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Ctenochaetus flavicauda,7,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Ctenochaetus marginatus,23,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Balistapus undulatus,14,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Melichthys vidua,22,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Sufflamen bursa,13,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Parupeneus insularis,24,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Parupeneus insularis,11,1,,13:56,7.4,2,
11_07_2017,35,SD,2,,Parupeneus insularis,8,2,,13:56,7.4,2,
11_07_2017,35,SD,2,,Parupeneus insularis,21,1,,13:56,7.4,2,
11_07_2017,35,SD,3,,Sargocentron caudimaculatum,21,1,,14:17,7,2,
11_07_2017,35,SD,3,,Sargocentron caudimaculatum,23,1,,14:17,7,2,
11_07_2017,35,SD,3,,Sargocentron caudimaculatum,17,1,,14:17,7,2,
11_07_2017,35,SD,3,,Sargocentron caudimaculatum,18,1,,14:17,7,2,
11_07_2017,35,SD,3,,Epinephelus spilotoceps,21,1,,14:17,7,2,
11_07_2017,35,SD,3,,Epinephelus spilotoceps,20,2,,14:17,7,2,
11_07_2017,35,SD,3,,Paracirrhites arcatus,7,1,,14:17,7,2,
11_07_2017,35,SD,3,,Paracirrhites forsteri,12,1,,14:17,7,2,
11_07_2017,35,SD,3,,Monotaxis grandoculis,15,1,,14:17,7,2,
11_07_2017,35,SD,3,,Cirripectes variolosus,7,1,,14:17,7,2,
11_07_2017,35,SD,3,,Centropyge flavissima,5,3,,14:17,7,2,
11_07_2017,35,SD,3,,Centropyge flavissima,7,2,,14:17,7,2,
11_07_2017,35,SD,3,,Chromis margaritifer,4,15,,14:17,7,2,
11_07_2017,35,SD,3,,Chromis margaritifer,2,2,,14:17,7,2,
11_07_2017,35,SD,3,,Chromis vanderbilti,3,86,,14:17,7,2,
11_07_2017,35,SD,3,,Chromis vanderbilti,4,1,,14:17,7,2,
11_07_2017,35,SD,3,,Plectroglyphidodon dickii,5,2,,14:17,7,2,
11_07_2017,35,SD,3,,Stegastes aureus,7,1,,14:17,7,2,
11_07_2017,35,SD,3,,Stegastes aureus,8,2,,14:17,7,2,
11_07_2017,35,SD,3,,Stegastes aureus,12,3,,14:17,7,2,
11_07_2017,35,SD,3,,Stegastes aureus,4,1,,14:17,7,2,
11_07_2017,35,SD,3,,Stegastes aureus,9,2,,14:17,7,2,
11_07_2017,35,SD,3,,Stegastes aureus,10,1,,14:17,7,2,
11_07_2017,35,SD,3,,Cheilinus trilobatus,21,1,,14:17,7,2,
11_07_2017,35,SD,3,,Halichoeres hortulanus,23,1,,14:17,7,2,
11_07_2017,35,SD,3,,Halichoeres margaritaceus,1,1,,14:17,7,2,
11_07_2017,35,SD,3,,Halichoeres ornatissimus,8,1,,14:17,7,2,
11_07_2017,35,SD,3,,Halichoeres ornatissimus,5,3,,14:17,7,2,
11_07_2017,35,SD,3,,Halichoeres ornatissimus,7,1,,14:17,7,2,
11_07_2017,35,SD,3,,Labroides bicolor,11,1,,14:17,7,2,
11_07_2017,35,SD,3,,Labroides rubrolabiatus,7,1,,14:17,7,2,
11_07_2017,35,SD,3,,Macropharyngodon meleagris,3,1,,14:17,7,2,
11_07_2017,35,SD,3,,Thalassoma amblycephalum,3,7,,14:17,7,2,
11_07_2017,35,SD,3,,Thalassoma quinquevittatum,8,1,,14:17,7,2,
11_07_2017,35,SD,3,,Thalassoma quinquevittatum,7,1,,14:17,7,2,
11_07_2017,35,SD,3,,Thalassoma quinquevittatum,6,1,,14:17,7,2,
11_07_2017,35,SD,3,,Thalassoma quinquevittatum,4,1,,14:17,7,2,
11_07_2017,35,SD,3,,Thalassoma quinquevittatum,9,1,,14:17,7,2,
11_07_2017,35,SD,3,,Thalassoma quinquevittatum,14,1,,14:17,7,2,
11_07_2017,35,SD,3,,Calotomus carolinus,27,1,TP,14:17,7,2,
11_07_2017,35,SD,3,,Calotomus carolinus,10,3,juv,14:17,7,2,
11_07_2017,35,SD,3,,Calotomus carolinus,12,1,juv,14:17,7,2,
11_07_2017,35,SD,3,,Chlorurus sordidus,25,1,IP,14:17,7,2,
11_07_2017,35,SD,3,,Scarus frenatus,32,1,IP,14:17,7,2,
11_07_2017,35,SD,3,,Scarus frenatus,16,1,juv,14:17,7,2,
11_07_2017,35,SD,3,,Scarus frenatus,12,1,juv,14:17,7,2,
11_07_2017,35,SD,3,,Scarus oviceps,20,1,TP,14:17,7,2,
11_07_2017,35,SD,3,,Scarus oviceps,23,1,IP,14:17,7,2,
11_07_2017,35,SD,3,,Ctenochaetus marginatus,16,1,,14:17,7,2,
11_07_2017,35,SD,3,,Ctenochaetus marginatus,10,1,,14:17,7,2,
11_07_2017,35,SD,3,,Ctenochaetus marginatus,7,1,,14:17,7,2,
11_07_2017,35,SD,3,,Ctenochaetus marginatus,12,2,,14:17,7,2,
11_07_2017,35,SD,3,,Ctenochaetus marginatus,17,1,,14:17,7,2,
11_07_2017,35,SD,3,,Melichthys vidua,20,1,,14:17,7,2,
11_07_2017,35,SD,3,,Parupeneus insularis,24,1,,14:17,7,2,
11_07_2017,35,SD,3,,Parupeneus insularis,22,2,,14:17,7,2,
11_07_2017,35,SD,3,,Parupeneus multifasciatus,20,2,,14:17,7,2,
11_07_2017,34,SD,1,,Cephalopholis urodeta,12,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Cephalopholis urodeta,10,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Cephalopholis urodeta,16,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudanthias bartlettorum,8,17,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudanthias dispar,8,45,,16:31,9.8,1,
11_07_2017,34,SD,1,,Cirrhitichthys oxycephalus,6,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Paracirrhites hemistictus,16,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Cirripectes variolosus,6,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Cirripectes variolosus,7,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Cirripectes variolosus,5,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Centropyge loricula,3,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Centropyge loricula,4,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Centropyge loricula,5,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Centropyge flavissima,6,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Centropyge flavissima,4,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Centropyge flavissima,3,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Chromis acares,3,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Chromis margaritifer,4,20,,16:31,9.8,1,
11_07_2017,34,SD,1,,Chromis margaritifer,2,3,,16:31,9.8,1,
11_07_2017,34,SD,1,,Chromis margaritifer,3,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Chromis vanderbilti,3,59,,16:31,9.8,1,
11_07_2017,34,SD,1,,Plectroglyphidodon dickii,4,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pomacentrus coelestis,3,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Stegastes fasciolatus,10,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Stegastes fasciolatus,8,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Halichoeres ornatissimus,4,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudocheilinus hexataenia,4,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudocheilinus hexataenia,7,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudocheilinus octotaenia,9,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudocheilinus octotaenia,5,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudocheilinus octotaenia,11,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Pseudocheilinus octotaenia,6,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Stethojulis bandanensis,5,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Thalassoma amblycephalum,3,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Thalassoma amblycephalum,5,4,,16:31,9.8,1,
11_07_2017,34,SD,1,,Thalassoma quinquevittatum,9,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Thalassoma quinquevittatum,11,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Thalassoma quinquevittatum,6,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Calotomus carolinus,27,1,TP,16:31,9.8,1,
11_07_2017,34,SD,1,,Calotomus carolinus,10,1,juv,16:31,9.8,1,
11_07_2017,34,SD,1,,Calotomus carolinus,9,1,juv,16:31,9.8,1,
11_07_2017,34,SD,1,,Calotomus carolinus,8,2,juv,16:31,9.8,1,
11_07_2017,34,SD,1,,Scarus frenatus,30,1,IP,16:31,9.8,1,
11_07_2017,34,SD,1,,Scarus frenatus,32,1,IP,16:31,9.8,1,
11_07_2017,34,SD,1,,Scarus globiceps,32,1,TP,16:31,9.8,1,
11_07_2017,34,SD,1,,Scarus ghobban,25,1,IP,16:31,9.8,1,
11_07_2017,34,SD,1,,Scarus ghobban,31,1,IP,16:31,9.8,1,
11_07_2017,34,SD,1,,Acanthurus nigrofuscus,10,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Acanthurus nigrofuscus,11,2,,16:31,9.8,1,
11_07_2017,34,SD,1,,Ctenochaetus marginatus,7,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Balistapus undulatus,9,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Melichthys niger,29,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Sufflamen bursa,17,1,,16:31,9.8,1,
11_07_2017,34,SD,1,,Parupeneus insularis,10,3,,16:31,9.8,1,
11_07_2017,34,SD,2,,Sargocentron tiere,24,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudojuloides cerasinus,1,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Scarus frenatus,5,1,juv,16:49,10.3,1,
11_07_2017,34,SD,2,,Cephalopholis urodeta,10,3,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cephalopholis urodeta,14,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cephalopholis urodeta,15,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cephalopholis urodeta,18,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Epinephelus macrospilos,19,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudanthias bartlettorum,7,70,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudanthias dispar,6,100,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cirrhitichthys oxycephalus,4,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cirrhitichthys oxycephalus,5,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cirripectes variolosus,5,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cirripectes variolosus,7,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Cirripectes variolosus,6,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Plagiotremus tapeinosoma,5,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Plagiotremus tapeinosoma,6,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Centropyge loricula,3,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Centropyge loricula,4,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Centropyge flavissima,4,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Centropyge flavissima,7,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Centropyge flavissima,5,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Chromis margaritifer,4,22,,16:49,10.3,1,
11_07_2017,34,SD,2,,Chromis margaritifer,2,6,,16:49,10.3,1,
11_07_2017,34,SD,2,,Chromis margaritifer,5,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Chromis vanderbilti,3,48,,16:49,10.3,1,
11_07_2017,34,SD,2,,Chromis vanderbilti,4,37,,16:49,10.3,1,
11_07_2017,34,SD,2,,Plectroglyphidodon dickii,4,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Plectroglyphidodon johnstonianus,4,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Stegastes fasciolatus,10,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Stegastes fasciolatus,8,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Stegastes fasciolatus,7,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Halichoeres ornatissimus,3,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Halichoeres ornatissimus,5,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Halichoeres ornatissimus,7,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Labroides bicolor,6,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Labroides bicolor,7,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Labroides dimidiatus,10,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Macropharyngodon meleagris,2,5,,16:49,10.3,1,
11_07_2017,34,SD,2,,Macropharyngodon meleagris,3,3,,16:49,10.3,1,
11_07_2017,34,SD,2,,Oxycheilinus unifasciatus,14,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudocheilinus hexataenia,4,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudocheilinus hexataenia,3,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudocheilinus octotaenia,5,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudocheilinus octotaenia,9,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudocheilinus octotaenia,7,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Pseudocheilinus octotaenia,6,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Stethojulis bandanensis,6,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Thalassoma amblycephalum,7,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Thalassoma quinquevittatum,7,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Thalassoma quinquevittatum,6,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Thalassoma quinquevittatum,8,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Thalassoma quinquevittatum,11,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Scarus frenatus,40,1,TP,16:49,10.3,1,
11_07_2017,34,SD,2,,Scarus frenatus,36,1,IP,16:49,10.3,1,
11_07_2017,34,SD,2,,Scarus rubroviolaceus,40,1,IP,16:49,10.3,1,
11_07_2017,34,SD,2,,Scarus psittacus,6,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Scarus psittacus,7,4,,16:49,10.3,1,
11_07_2017,34,SD,2,,Acanthurus nigricans,20,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Acanthurus nigricans,18,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Acanthurus nigricauda,22,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Acanthurus nigricauda,25,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Acanthurus nigricauda,10,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Acanthurus nigrofuscus,10,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Ctenochaetus marginatus,22,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Ctenochaetus marginatus,23,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Melichthys niger,23,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Melichthys vidua,22,1,,16:49,10.3,1,
11_07_2017,34,SD,2,,Zanclus cornutus,22,2,,16:49,10.3,1,
11_07_2017,34,SD,2,,Canthigaster solandri,6,1,,16:49,10.3,1,
11_07_2017,34,SD,3,,Anampses meleagrides,7,2,,17:13,10.5,1,
11_07_2017,34,SD,3,,Scarus frenatus,4,1,juv,17:13,10.5,1,
11_07_2017,34,SD,3,,Cephalopholis argus,25,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Cephalopholis urodeta,16,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Cephalopholis urodeta,13,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Cephalopholis urodeta,12,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Cephalopholis urodeta,15,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudanthias bartlettorum,5,26,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudanthias bartlettorum,6,2,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudanthias dispar,6,33,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudanthias dispar,8,5,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudanthias olivaceus,4,18,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudanthias olivaceus,6,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Cirrhitichthys oxycephalus,6,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Paracirrhites arcatus,5,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Paracirrhites hemistictus,20,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Cirripectes variolosus,6,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Cirripectes variolosus,5,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Plagiotremus tapeinosoma,5,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Plagiotremus tapeinosoma,6,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Centropyge loricula,4,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Centropyge flavissima,5,4,,17:13,10.5,1,
11_07_2017,34,SD,3,,Centropyge flavissima,4,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Chromis margaritifer,4,51,,17:13,10.5,1,
11_07_2017,34,SD,3,,Chromis margaritifer,2,15,,17:13,10.5,1,
11_07_2017,34,SD,3,,Chromis margaritifer,5,4,,17:13,10.5,1,
11_07_2017,34,SD,3,,Chromis vanderbilti,3,35,,17:13,10.5,1,
11_07_2017,34,SD,3,,Chromis vanderbilti,4,61,,17:13,10.5,1,
11_07_2017,34,SD,3,,Plectroglyphidodon dickii,5,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Stegastes aureus,7,2,,17:13,10.5,1,
11_07_2017,34,SD,3,,Stegastes aureus,8,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Halichoeres ornatissimus,3,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Halichoeres ornatissimus,8,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Labroides dimidiatus,12,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Labroides dimidiatus,10,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Labroides dimidiatus,3,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Oxycheilinus unifasciatus,11,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudocheilinus hexataenia,3,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudocheilinus octotaenia,9,4,,17:13,10.5,1,
11_07_2017,34,SD,3,,Pseudocheilinus octotaenia,8,20,,17:13,10.5,1,
11_07_2017,34,SD,3,,Thalassoma amblycephalum,4,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Thalassoma quinquevittatum,12,1,,17:13,10.5,1,
11_07_2017,34,SD,3,,Thalassoma quinquevittatum,10,1,,17:13,10.5,1,
